Method,Target_Feature,Effect_Size,AUC_Mean,AUC_Std,Delta_AUC,Normalized_Delta,RSD_QC,RSD_Pat,AUC_Raw_Mean,RSD_QC_Raw
SERRFCorrector,0,0.01,0.5,0.15548940392358027,0.015432098765432056,1.5432097222222334,8.004061320091544,13.287872436101447,0.48456790123456794,9.168907954552049
SERRFCorrector,1,0.01,0.48456790123456783,0.14410638925837965,-0.0030864197530864335,-0.3086419444444489,17.365813019975633,20.14277202797431,0.48765432098765427,33.77667483416764
SERRFCorrector,2,0.01,0.5555555555555556,0.11929721043264006,0.006172839506172867,0.6172838888888978,7.769513759591909,11.756500146599135,0.5493827160493827,11.816788244580854
SERRFCorrector,3,0.01,0.49074074074074076,0.156039810614377,0.00925925925925919,0.9259258333333357,5.8755651525665105,12.716640937168764,0.48148148148148157,14.581531813810592
SERRFCorrector,4,0.01,0.5771604938271604,0.19892448202866694,0.04629629629629617,4.6296291666667,7.394385372872467,11.613228023638946,0.5308641975308642,8.4158085563581
SERRFCorrector,5,0.01,0.462962962962963,0.14581496062984836,-0.027777777777777735,-2.7777775000000235,6.649369274929717,12.106394589850925,0.49074074074074076,18.620262298166132
SERRFCorrector,6,0.01,0.48765432098765427,0.15333015244906445,0.0030864197530864335,0.3086419444444489,23.64362780936661,23.68773669256279,0.48456790123456783,34.90798298314577
SERRFCorrector,7,0.01,0.46913580246913583,0.1658645536116593,-0.024691358024691246,-2.469135555555569,26.980946083226502,40.86755963228171,0.4938271604938271,30.510963333447922
SERRFCorrector,8,0.01,0.47530864197530864,0.1739383062173503,-0.003086419753086378,-0.3086419444444434,18.503572524729112,19.5285588850482,0.478395061728395,25.9828561574089
SERRFCorrector,9,0.01,0.48148148148148157,0.1565882826415534,-0.003086419753086267,-0.30864194444443227,20.388259141780907,20.653656089000982,0.48456790123456783,26.47473479327075
SERRFCorrector,10,0.01,0.6450617283950617,0.1860064095471527,0.095679012345679,9.567900277777872,6.915446327148947,13.746551166919785,0.5493827160493827,15.588235109929796
