Method,Target_Feature,Effect_Size,AUC_Mean,AUC_Std,Delta_AUC,Normalized_Delta,RSD_QC,RSD_Pat,AUC_Raw_Mean,RSD_QC_Raw
ISFO,0,0.0,0.5555555555555556,0.1587632240692801,0.05555555555555558,55555555.555555575,10.23062911909574,14.697806882664013,0.5,9.168907954552049
ISFO,0,0.01,0.54320987654321,0.158282486480964,0.058641975308642,5.864196944444507,10.23062911909574,14.700595640232311,0.4845679012345679,9.168907954552049
ISFO,0,0.013,0.5401234567901235,0.1555506563994339,0.0246913580246913,1.8993350865658671,10.23062911909574,14.712589428993123,0.5154320987654322,9.168907954552049
ISFO,0,0.0169,0.5462962962962963,0.1571348402636772,0.0154320987654319,0.9131418847508912,10.23062911909574,14.735721872194068,0.5308641975308643,9.168907954552049
ISFO,0,0.022,0.5524691358024691,0.1595413331274084,-0.0061728395061728,-0.2805836011631484,10.23062911909574,14.778612547580124,0.558641975308642,9.168907954552049
ISFO,0,0.0287,0.5740740740740742,0.1635511271542194,-0.0308641975308641,-1.075407542001971,10.23062911909574,14.856181601348304,0.6049382716049383,9.168907954552049
ISFO,0,0.0373,0.6080246913580248,0.1709553385694596,-0.0277777777777776,-0.744712520993704,10.23062911909574,14.989750887865895,0.6358024691358025,9.168907954552049
ISFO,0,0.0486,0.6358024691358025,0.1754107683750965,-0.0370370370370369,-0.7620789356987252,10.23062911909574,15.22012717589654,0.6728395061728395,9.168907954552049
ISFO,0,0.0632,0.6574074074074074,0.1761694221337078,-0.0771604938271605,-1.22089387035232,10.23062911909574,15.602396676750912,0.7345679012345679,9.168907954552049
ISFO,0,0.0823,0.7314814814814815,0.1593023197600486,-0.0555555555555555,-0.6750371188398355,10.23062911909574,16.228733270735614,0.7870370370370371,9.168907954552049
ISFO,0,0.1071,0.8179012345679013,0.1186566838687721,-0.0277777777777776,-0.2593630020393527,10.23062911909574,17.217000237982163,0.845679012345679,9.168907954552049
ISFO,0,0.1394,0.8549382716049384,0.1198548632033802,-0.0401234567901233,-0.2878296736176013,10.23062911909574,18.7241303354759,0.8950617283950617,9.168907954552049
ISFO,0,0.1815,0.910493827160494,0.093309978134759,-0.0462962962962963,-0.2550760112463933,10.23062911909574,20.927343327348336,0.9567901234567904,9.168907954552049
ISFO,0,0.2362,0.9382716049382716,0.0726456931848137,-0.037037037037037,-0.1568037124480668,10.23062911909574,23.98953883176416,0.9753086419753088,9.168907954552049
ISFO,0,0.3073,0.9537037037037036,0.0570779074348979,-0.0339506172839506,-0.1104803682833396,10.23062911909574,28.04519734814393,0.9876543209876544,9.168907954552049
ISFO,0,0.4,0.9753086419753088,0.0402419901555718,-0.0216049382716047,-0.0540123455439808,10.23062911909574,33.179532633108934,0.9969135802469136,9.168907954552049
ISFO,1,0.0,0.5524691358024691,0.1729497003224926,0.06172839506172839,61728395.06172839,22.913697585239916,22.137203000567137,0.49074074074074076,33.77667483416764
ISFO,1,0.01,0.5370370370370371,0.1624993405072615,0.0493827160493828,4.938271111111171,22.91369758523992,22.095265046252777,0.4876543209876542,33.77667483416764
ISFO,1,0.013,0.54320987654321,0.1641325407445473,0.0648148148148149,4.985754602235411,22.91369758523992,22.08892523088501,0.478395061728395,33.77667483416764
